Name,Contact_Number,Gender,Age ,10th_percentage,Tenthth_Board,12th_percentage,12th_board,12th_field,Degree_Field,Degree_Percentage,History_Of_Backlogs,English_Test_Percentage,Department_Applied_To,MBA_Grade,Work_Experience,Salary_expectations_per_month
DOUGLAS,8749034712,M,22,54,Others,7,Others,Science,BTECH,80,0,58,Teaching,74,0,5
FLEMING,7441843943,M,25,51,Others,82,Central,Science,MBA,70,0,53,Mkt&HR,89,1,5
JENSEN,9493635541,M,25,99,Others,18,Others,Science,MED,70,0,59,Teaching,,1,4
VARGAS,7777865072,F,22,84,Others,54,Others,Science,BTECH,80,0,50,Teaching,74,2,3
BYRD,9075469752,F,24,75,Central,84,Central,Science,BBA,60,0,65,Mkt&HR,,3,3
DAVIDSON,8579291893,M,22,78,Others,81,Others,Science,BBA,80,0,55,Mkt&HR,,1,3
HOPKINS,9117425705,M,21,51,Central,13,Central,Science,BTECH,70,0,66,Teaching,55,1,5
MAY,8614335625,M,27,55,Others,91,Others,Science,MED,70,1,57,Teaching,,2,4
TERRY,9020364554,F,21,79,Others,20,Others,Science,BTECH,70,0,82,Teaching,77,0,4
HERRERA,8015487697,M,21,91,Central,29,Central,Science,BBA,80,0,53,Mkt&HR,,0,5
WADE,8550625349,M,25,88,Central,40,Central,Science,MED,80,0,77,Teaching,,1,1
SOTO,9296033688,F,21,63,Others,20,Others,Science,BTECH,80,1,53,Teaching,93,1,2
WALTERS,6434232868,M,27,83,Others,34,Others,Science,MBA,60,0,88,Mkt&HR,48,3,2
CURTIS,8319519770,F,24,87,Central,98,Others,Science,BBA,60,0,71,Mkt&HR,,3,3
NEAL,7700674457,M,22,72,Central,89,Others,Science,BBA,70,0,33,Mkt&HR,,1,4
,,,,,,,,,,,,,,,,
LOWE,9338200956,M,25,82,Central,84,Central,Science,MED,80,0,52,Teaching,,0,1
JENNINGS,7400952266,M,21,51,Central,80,Others,Science,BBA,80,1,58,Mkt&HR,,0,4
BARNETT,7842483675,F,22,89,Central,59,Others,Science,BBA,80,0,0,Mkt&HR,,1,5
GRAVES,8672595010,M,27,53,Central,36,Central,Science,MBA,90,0,79,Mkt&HR,89,2,1
JIMENEZ,6953907082,M,22,87,Central,98,Central,Science,BTECH,80,0,39,Teaching,41,0,3
HORTON,7952563946,M,21,75,Others,41,Others,Science,BBA,80,0,62,Mkt&HR,,0,4
SHELTON,8236182470,M,20,74,Others,70,Others,Science,BED,90,0,69,Teaching,,0,5
BARRETT,7469795036,M,21,58,Others,89,Others,Science,BTECH,80,1,59,Teaching,97,1,3
OBRIEN,9022224883,M,25,51,Others,70,Others,Science,MBA,90,0,67,Mkt&HR,71,0,2
CASTRO,7413856791,M,25,70,Others,73,Others,Science,MBA,90,0,45,Mkt&HR,66,1,3
SUTTON,7394865418,M,20,59,Others,42,Others,Science,BED,80,1,60,Teaching,,0,2
GREGORY,8505481251,M,22,71,Central,19,Central,Science,BTECH,90,0,61,Teaching,60,2,3
MCKINNEY,9293538481,M,25,76,Central,45,Central,Science,MBA,80,0,39,Mkt&HR,38,0,5
LUCAS,7368884621,M,22,59,Others,83,Others,Science,BTECH,80,1,58,Teaching,98,1,1
MILES,7025648367,M,20,42,Others,62,Others,Science,BED,90,0,63,Teaching,,0,5
CRAIG,6701759453,M,24,57,Others,38,Others,Science,BED,90,0,41,Teaching,,3,5
RODRIQUEZ,8253506863,M,21,88,Central,30,Others,Science,BTECH,80,0,61,Teaching,60,0,3
CHAMBERS,7617909954,M,22,22,Central,17,Central,Science,BTECH,90,0,49,Teaching,70,1,1
HOLT,7618692554,M,21,88,Central,63,Others,Science,BTECH,80,0,44,Teaching,40,0,4
LAMBERT,7143527919,M,21,73,Others,38,Central,Science,BTECH,90,0,30,Teaching,56,0,3
FLETCHER,9368783031,M,22,68,Others,0,Others,Science,BTECH,80,1,80,Teaching,71,0,2
WATTS,7768418717,M,20,100,Others,86,Others,Science,BED,80,0,61,Teaching,,0,5
BATES,9591597534,M,21,62,Central,14,Central,Science,BED,80,0,62,Teaching,,1,3
HALE,7299666351,M,25,77,Others,60,Others,Commerce,MBA,90,0,47,Mkt&HR,70,0,3
RHODES,7902058044,M,21,59,Others,55,Others,Science,BED,90,0,49,Teaching,,1,5
PENA,6828768479,M,25,54,Central,37,Central,Commerce,MBA,80,0,50,Mkt&HR,39,0,1
BECK,6497126910,M,21,62,Others,97,Others,Science,BTECH,80,1,72,Teaching,40,0,3
NEWMAN,7610253001,M,21,70,Central,56,Others,Science,BTECH,80,0,42,Teaching,47,0,5
HAYNES,6842259554,M,27,66,Others,4,Others,Commerce,MBA,70,0,73,Mkt&HR,79,2,2
MCDANIEL,8461414688,M,21,60,Others,6,Others,Commerce,BBA,80,0,76,Mkt&HR,,0,3
MENDEZ,9295778209,M,20,61,Central,97,Central,Science,BED,60,0,71,Teaching,,0,5
BUSH,6509738682,F,22,66,Central,84,Central,Commerce,BBA,60,0,58,Mkt&HR,,1,4
VAUGHN,7090920373,M,22,82,Others,18,Others,Science,BTECH,70,0,73,Teaching,79,1,3
PARKS,6506031081,M,22,75,Others,40,Others,Commerce,BBA,80,1,65,Mkt&HR,,1,4
DAWSON,6960282919,M,22,49,Central,69,Central,Commerce,BBA,60,1,27,Mkt&HR,,1,5
SANTIAGO,8162436910,M,21,52,Central,86,Central,Science,BTECH,60,1,71,Teaching,65,1,3
NORRIS,8589936072,F,23,81,Central,11,Central,Commerce,BBA,70,0,43,Mkt&HR,,2,2
HARDY,6557623945,M,25,96,Central,71,Central,Commerce,MBA,60,0,79,Mkt&HR,43,0,2
LOVE,6691557412,M,22,53,Central,26,Others,Commerce,BBA,80,0,78,Mkt&HR,,1,5
STEELE,6808184124,M,22,58,Central,33,Central,Science,BED,70,1,65,Teaching,,2,1
CURRY,9073103077,M,25,68,Central,37,Others,Commerce,MBA,80,0,63,Mkt&HR,35,0,2
POWERS,7742893521,F,25,67,Central,76,Central,Commerce,MBA,70,0,58,Mkt&HR,90,0,3
SCHULTZ,6984463691,M,25,72,Central,88,Others,Commerce,MBA,70,0,65,Mkt&HR,91,0,3
BARKER,8826222743,M,25,94,Others,67,Others,Commerce,MBA,70,0,79,Mkt&HR,46,0,4
GUZMAN,6672689393,M,21,79,Central,92,Central,Commerce,BBA,60,0,68,Mkt&HR,,0,4
PAGE,7538685143,M,22,63,Others,22,Others,Commerce,BBA,50,0,85,Mkt&HR,,1,2
MUNOZ,9408205739,M,22,43,Central,26,Central,Science,BED,60,0,60,Teaching,,2,2
BALL,7279963016,M,23,81,Central,23,Others,Science,BTECH,50,0,98,Teaching,84,0,1
KELLER,9542117642,M,21,46,Central,61,Others,Science,BED,60,0,58,Teaching,,1,1
CHANDLER,8816927049,F,24,71,Others,30,Others,Science,BTECH,60,1,87,Teaching,58,0,1
WEBER,8130357845,M,25,52,Others,1,Others,Commerce,MBA,70,0,66,Mkt&HR,39,1,2
LEONARD,7988288152,M,25,97,Central,36,Central,Commerce,MBA,70,0,52,Mkt&HR,95,1,2
WALSH,6877420274,M,21,62,Central,8,Others,Science,BED,70,0,70,Teaching,,1,4
LYONS,7369991278,M,23,46,Central,74,Central,Science,BTECH,60,0,77,Teaching,91,1,3
RAMSEY,9210122197,M,21,50,Others,68,Others,Science,BED,60,0,62,Teaching,,1,4
WOLFE,6817426324,M,25,65,Others,71,Others,Commerce,MBA,70,0,54,Mkt&HR,94,0,2
SCHNEIDER,6442085627,M,22,45,Others,6,Others,Commerce,BBA,60,1,51,Mkt&HR,,1,4
MULLINS,7281335544,M,20,65,Central,12,Others,Science,BED,60,0,99,Teaching,,0,2
BENSON,6934126406,M,23,80,Others,68,Others,Science,BTECH,60,0,84,Teaching,83,0,1
SHARP,9211900356,M,22,62,Central,28,Central,Commerce,BBA,70,0,75,Mkt&HR,,1,2
BOWEN,6503441965,M,23,48,Others,94,Others,Science,BTECH,70,0,78,Teaching,29,1,2
DANIEL,6640753801,M,24,77,Central,53,Central,Science,BTECH,50,0,51,Teaching,76,3,4
BARBER,7541869017,M,21,66,Central,75,Central,Commerce,BBA,60,1,55,Mkt&HR,,0,3
CUMMINGS,6541498175,F,23,76,Others,73,Others,Science,BTECH,60,1,79,Teaching,91,2,5
HINES,8808449002,M,23,62,Central,11,Others,Science,BTECH,70,0,91,Teaching,30,1,4
BALDWIN,7859947272,M,22,77,Central,75,Central,Arts,BBA,50,0,88,Mkt&HR,,1,5
GRIFFITH,9542291991,M,25,69,Others,7,Others,Commerce,MBA,70,0,63,Mkt&HR,61,1,4
VALDEZ,8005212340,M,22,61,Central,25,Central,Science,BED,70,0,83,Teaching,,2,1
HUBBARD,9358695895,M,25,59,Central,61,Central,Commerce,MBA,50,1,87,Mkt&HR,69,1,2
SALAZAR,8921940242,M,24,55,Others,79,Others,Science,BTECH,70,0,72,Teaching,46,1,4
REEVES,8119263611,M,22,45,Others,44,Others,Science,BED,70,0,65,Teaching,,2,3
WARNER,9157354943,M,20,78,Central,9,Central,Science,BED,50,1,82,Teaching,,0,1
STEVENSON,7687372767,M,25,67,Central,8,Others,Commerce,MBA,70,0,51,Mkt&HR,54,1,1
BURGESS,7212765044,M,25,65,Central,54,Others,Commerce,MBA,60,1,89,Mkt&HR,88,0,2
SANTOS,8629147747,M,23,69,Others,50,Others,Science,BTECH,60,0,53,Teaching,63,0,3
TATE,6853187785,F,25,57,Others,98,Others,Commerce,MBA,70,0,87,Mkt&HR,53,1,3
CROSS,7207220082,M,25,59,Central,89,Others,Commerce,MBA,60,0,75,Mkt&HR,46,1,3
GARNER,8488856108,M,25,74,Central,44,Others,Commerce,MBA,60,0,74,Mkt&HR,42,1,4
MANN,8460355581,M,20,82,Central,89,Others,Science,BED,60,0,58,Teaching,,0,3
MACK,6835174465,M,25,81,Central,29,Central,Arts,MBA,60,0,51,Mkt&HR,38,0,4
MOSS,7176400996,M,20,74,Others,13,Central,Science,BED,50,0,70,Teaching,,0,3
THORNTON,8201138456,M,25,58,Others,72,Others,Science,MED,50,0,59,Teaching,,0,4
DENNIS,6523010602,M,24,80,Central,62,Central,Science,BTECH,50,0,71,Teaching,54,0,3
MCGEE,6488099523,M,23,35,Central,56,Others,Science,BTECH,50,1,76,Teaching,93,1,5
FARMER,7155590245,M,23,42,Central,48,Central,Science,BTECH,70,0,59,Teaching,60,0,1
DELGADO,7095874049,M,27,60,Central,6,Others,Science,MED,70,0,42,Teaching,,3,1
AGUILAR,9300770690,M,24,87,Others,35,Others,Science,BTECH,50,0,57,Teaching,60,2,4
VEGA,9218770451,M,24,84,Others,85,Others,Science,BTECH,50,0,88,Teaching,50,2,5
GLOVER,9046701189,M,23,83,Others,49,Others,Science,BTECH,70,0,22,Teaching,74,0,3
MANNING,7017573573,M,24,34,Central,19,Others,Science,BTECH,60,0,88,Teaching,53,1,1
COHEN,7179593363,M,25,66,Central,29,Central,Science,MED,50,0,73,Teaching,,0,1
HARMON,7892992523,M,23,61,Central,30,Central,Science,BTECH,60,1,68,Teaching,94,0,5
RODGERS,8627113926,M,24,56,Central,89,Central,Science,BTECH,70,1,100,Teaching,74,1,4
ROBBINS,6607501752,M,23,87,Central,85,Central,Science,BTECH,50,0,62,Teaching,56,0,4
NEWTON,8138498409,F,24,55,Central,17,Central,Science,BTECH,50,0,77,Teaching,79,0,5
TODD,6560647314,M,23,86,Others,81,Central,Science,BTECH,50,1,59,Teaching,29,1,4
BLAIR,6847005565,F,27,52,Others,41,Others,Science,MED,60,0,54,Teaching,,2,1
HIGGINS,7251724716,M,24,45,Central,92,Others,Science,BTECH,70,0,62,Teaching,76,0,5
INGRAM,9262533698,M,24,72,Others,35,Others,Science,BTECH,60,0,70,Teaching,50,2,4
REESE,8852224666,M,23,57,Central,97,Central,Science,BTECH,50,0,66,Teaching,49,0,2
CANNON,7980155989,M,27,68,Central,18,Central,Science,MED,60,0,60,Teaching,,2,2
STRICKLAND,8027801446,M,23,88,Others,19,Others,Science,BTECH,60,0,61,Teaching,42,1,2
TOWNSEND,8123186418,M,24,76,Central,17,Others,Science,BTECH,70,0,66,Teaching,45,0,2
POTTER,6923883778,M,22,46,Central,0,Central,Science,BTECH,70,0,82,Teaching,39,0,1
GOODWIN,9405773906,M,22,67,Others,32,Others,Science,BTECH,50,0,75,Teaching,74,0,4
WALTON,7927809903,M,22,92,Central,97,Others,Science,BTECH,50,0,49,Teaching,70,1,3
ROWE,7255552853,M,21,83,Others,39,Others,Science,BTECH,60,1,52,Teaching,90,1,5
HAMPTON,7624373079,M,21,80,Central,35,Central,Science,BTECH,60,1,81,Teaching,89,3,5
ORTEGA,7616816409,M,25,63,Central,71,Others,Science,MED,60,0,96,Teaching,,0,2
PATTON,8945157115,M,21,64,Others,89,Others,Science,BTECH,50,0,53,Teaching,84,0,2
SWANSON,7174364689,F,25,54,Others,60,Others,Science,MED,60,0,58,Teaching,,1,3
JOSEPH,7724399339,M,22,84,Central,47,Central,Science,BTECH,50,0,68,Teaching,72,1,1
FRANCIS,7385200013,M,25,73,Others,54,Others,Science,MED,50,1,67,Teaching,,1,5
GOODMAN,9501442011,M,25,80,Others,85,Others,Science,MED,60,0,72,Teaching,,1,5
MALDONADO,8289211593,F,27,56,Others,38,Others,Science,MED,50,0,94,Teaching,,2,4
YATES,9031748678,M,21,59,Others,75,Others,Science,BTECH,60,0,79,Teaching,52,1,2
BECKER,6628692853,M,22,75,Others,90,Others,Science,BTECH,60,0,63,Teaching,72,0,3
ERICKSON,7586069353,M,25,85,Others,50,Others,Science,MED,70,1,43,Teaching,,0,4
HODGES,8834560035,M,25,89,Others,29,Others,Science,MED,70,0,81,Teaching,,0,1
RIOS,7195898008,M,21,58,Central,47,Others,Science,BTECH,70,0,46,Teaching,50,0,4
CONNER,8958355357,F,25,65,Central,99,Others,Science,MED,70,0,71,Teaching,,1,4
ADKINS,9528553113,M,25,68,Others,55,Others,Science,MED,60,0,52,Teaching,,1,5
WEBSTER,9066376052,F,21,47,Central,76,Central,Science,BTECH,50,0,97,Teaching,62,1,4
NORMAN,9107824129,F,22,71,Central,44,Others,Science,BTECH,60,0,62,Teaching,87,1,3
MALONE,6992328286,M,22,60,Central,85,Others,Science,BTECH,60,1,46,Teaching,85,2,3
HAMMOND,7849170748,M,21,80,Others,12,Others,Science,BTECH,60,0,50,Teaching,48,1,2
FLOWERS,8248275668,M,25,54,Central,51,Central,Science,MED,50,0,65,Teaching,,0,3
COBB,7078044000,M,21,62,Others,42,Others,Science,BTECH,50,1,45,Teaching,88,2,1
MOODY,8132593632,M,22,64,Central,49,Central,Science,BTECH,70,0,65,Teaching,67,1,2
QUINN,8374661040,F,25,78,Central,83,Central,Science,MED,70,0,80,Teaching,,1,4
BLAKE,8867330948,M,21,70,Central,33,Central,Science,BTECH,60,1,62,Teaching,81,1,5
MAXWELL,8678292406,F,22,65,Others,47,Others,Science,BTECH,50,0,48,Teaching,60,1,1
POPE,6906625134,F,21,64,Central,47,Others,Science,BTECH,60,1,77,Teaching,84,0,5
FLOYD,7937631978,M,22,79,Others,99,Central,Science,BTECH,50,0,66,Teaching,79,0,4
OSBORNE,8722896973,M,22,44,Others,94,Central,Science,BTECH,50,1,76,Teaching,59,0,5
PAUL,7077316764,M,21,99,Central,75,Central,Science,BTECH,70,0,62,Teaching,80,0,3
MCCARTHY,8498371134,M,21,76,Central,17,Central,Science,BTECH,50,1,77,Teaching,79,0,2
GUERRERO,9356599903,M,21,59,Others,53,Others,Science,BTECH,50,0,69,Teaching,28,0,3
LINDSEY,9206131216,F,22,63,Central,59,Central,Science,BTECH,50,1,61,Teaching,99,1,3
ESTRADA,9177429083,M,21,69,Others,30,Others,Science,BTECH,60,1,59,Teaching,90,2,1
SANDOVAL,7534739998,M,21,88,Others,58,Others,Science,BTECH,50,1,55,Teaching,58,1,2
GIBBS,7105893856,F,22,71,Central,74,Central,Science,BTECH,70,1,45,Teaching,45,2,2
TYLER,8677959922,M,21,69,Others,79,Others,Science,BTECH,80,0,78,Teaching,93,0,3
GROSS,7206290658,M,27,58,Others,56,Others,Science,MED,70,0,67,Teaching,,2,2
FITZGERALD,9306909962,M,25,47,Central,96,Others,Science,MED,60,0,65,Teaching,,1,3
STOKES,6694422356,F,21,65,Central,45,Central,Science,BTECH,60,0,69,Teaching,87,2,2
DOYLE,8011898671,M,21,88,Others,93,Others,Science,BTECH,70,0,57,Teaching,81,1,3
SHERMAN,6449840293,F,25,83,Others,52,Others,Science,MED,70,0,59,Teaching,,1,5
SAUNDERS,7006248117,M,25,85,Others,31,Others,Science,MED,80,1,74,Teaching,,0,2
WISE,8451045257,M,22,59,Central,24,Central,Science,BTECH,80,1,82,Teaching,78,0,5
COLON,7746777718,M,25,65,Central,95,Others,Science,MED,60,0,81,Teaching,,1,2
GILL,7425686154,F,25,73,Central,44,Others,Science,MED,70,0,74,Teaching,,0,3
ALVARADO,7764234790,M,21,53,Central,84,Central,Science,BTECH,80,0,58,Teaching,91,0,1
GREER,9107649853,M,27,45,Others,46,Others,Science,MED,80,0,80,Teaching,,2,4
PADILLA,7671937837,M,21,73,Others,22,Others,Science,BTECH,70,1,35,Teaching,84,1,5
SIMON,9539631754,M,25,70,Others,63,Others,Science,MED,60,0,42,Teaching,,0,3
WATERS,6915598051,M,22,37,Others,66,Others,Science,BTECH,80,0,60,Teaching,63,1,5
NUNEZ,8246185809,M,25,81,Central,83,Others,Science,MED,70,0,87,Teaching,,1,2
BALLARD,7428013339,F,21,97,Others,7,Others,Science,BED,60,0,84,Teaching,,1,4
SCHWARTZ,6580526801,M,21,67,Central,15,Others,Science,BTECH,60,0,83,Teaching,88,3,3
MCBRIDE,8463673974,M,21,88,Central,96,Central,Science,BTECH,70,0,34,Teaching,28,1,3
HOUSTON,8748423155,M,21,77,Central,40,Central,Science,BED,70,0,66,Teaching,,1,1
CHRISTENSEN,9372761663,M,21,76,Central,17,Central,Science,BTECH,60,0,61,Teaching,65,2,2
KLEIN,6942437246,M,22,86,Others,54,Others,Science,BTECH,80,1,56,Teaching,71,1,1
PRATT,7009758125,M,22,63,Others,39,Others,Science,BTECH,80,0,87,Teaching,70,2,3
BRIGGS,7803735111,M,21,65,Central,65,Central,Science,BED,60,0,55,Teaching,,1,4
PARSONS,8318772503,M,20,78,Central,67,Central,Science,BED,70,0,86,Teaching,,0,1
MCLAUGHLIN,9380121207,M,20,67,Central,29,Central,Science,BED,60,1,52,Teaching,,0,5
ZIMMERMAN,6992593705,M,20,46,Central,9,Central,Science,BED,60,0,45,Teaching,,0,2
FRENCH,7719184132,F,21,71,Central,62,Central,Science,BED,70,1,72,Teaching,,1,4
BUCHANAN,7304055056,M,22,40,Central,23,Others,Science,BED,70,1,57,Teaching,,2,2
MORAN,9145724719,F,21,90,Central,36,Central,Science,BTECH,60,1,68,Teaching,59,1,2
COPELAND,8763659752,M,22,81,Central,5,Central,Science,BTECH,60,1,88,Teaching,86,0,3
ROY,7890745947,M,22,56,Central,8,Central,Science,BTECH,80,1,76,Teaching,49,1,1
PITTMAN,7019218300,M,22,67,Central,22,Central,Science,BTECH,80,0,46,Teaching,93,1,5
BRADY,8210386900,F,21,80,Central,37,Central,Science,BTECH,80,0,67,Teaching,57,0,3
MCCORMICK,6580186361,M,22,74,Central,51,Central,Science,BTECH,70,0,92,Teaching,99,1,3
HOLLOWAY,6668022930,M,21,69,Others,10,Others,Science,BTECH,80,0,83,Teaching,80,0,3
BROCK,7812890272,M,21,99,Others,65,Others,Science,BED,80,0,80,Teaching,,1,1
POOLE,9037099425,M,21,51,Others,74,Others,Science,BED,70,0,63,Teaching,,1,1
FRANK,9435276530,F,21,53,Others,36,Others,Science,BTECH,70,0,64,Teaching,83,2,4
LOGAN,7525514989,F,21,49,Others,39,Others,Science,BTECH,80,0,54,Teaching,61,1,5
OWEN,8853851703,F,21,73,Others,39,Others,Science,BED,60,0,84,Teaching,,1,2
BASS,8082337355,F,25,66,Others,82,Central,Science,MED,70,0,73,Teaching,,1,4
MARSH,8908106590,F,22,67,Others,28,Others,Science,BTECH,60,0,80,Teaching,73,0,4
DRAKE,6411099168,M,21,68,Others,5,Others,Science,BTECH,80,0,56,Teaching,93,2,5
WONG,7931728896,M,22,59,Others,62,Others,Science,BTECH,70,0,59,Teaching,62,0,2
JEFFERSON,6709438534,M,21,71,Central,2,Central,Science,BTECH,60,0,75,Teaching,49,1,2
PARK,9149998295,M,21,77,Central,52,Central,Science,BTECH,60,1,85,Teaching,97,2,2
MORTON,7439788421,M,21,83,Central,73,Central,Science,BTECH,70,1,89,Teaching,64,1,5
ABBOTT,8137577362,M,25,63,Central,24,Central,Science,MED,70,0,58,Teaching,,0,4
SPARKS,6740868459,F,25,56,Others,94,Others,Science,MED,60,1,65,Teaching,,1,5
PATRICK,7424737633,M,22,67,Others,50,Others,Science,BTECH,80,0,68,Teaching,95,0,3
NORTON,9230041747,M,27,75,Central,1,Central,Science,MED,80,0,47,Teaching,,3,3
HUFF,9506357493,F,21,71,Central,61,Central,Science,BTECH,80,0,71,Teaching,73,0,3
CLAYTON,8967471002,M,22,43,Central,48,Central,Science,BTECH,60,0,60,Teaching,95,0,4
MASSEY,8822637018,M,22,41,Others,69,Others,Science,BTECH,70,0,80,Teaching,88,1,4
LLOYD,7225250181,M,22,82,Others,84,Others,Science,BTECH,80,0,54,Teaching,95,1,1
FIGUEROA,6858051411,F,22,61,Central,42,Others,Science,BTECH,80,0,62,Teaching,94,1,3
CARSON,7701955110,M,22,28,Others,93,Others,Science,BTECH,80,0,64,Teaching,55,1,5
BOWERS,7997629298,M,27,82,Others,32,Central,Science,MED,60,1,78,Teaching,,2,1
ROBERSON,9483932608,M,22,41,Others,6,Others,Science,BTECH,60,1,70,Teaching,92,1,4
BARTON,7885413499,M,25,71,Others,92,Others,Science,MED,80,0,65,Teaching,,0,2
TRAN,6452393494,F,22,47,Central,49,Central,Science,BTECH,70,1,64,Teaching,82,1,5
LAMB,8378896718,M,21,62,Others,74,Others,Science,BTECH,80,0,79,Teaching,52,1,1
HARRINGTON,6470811172,M,21,90,Central,75,Central,Science,BTECH,70,0,44,Teaching,88,1,2
CASEY,8235547042,M,22,83,Others,64,Others,Science,BTECH,80,0,99,Teaching,72,0,5
BOONE,6379710491,M,25,61,Others,80,Others,Science,MED,60,0,76,Teaching,,0,2
CORTEZ,8393843736,M,21,76,Central,50,Central,Science,BTECH,60,1,59,Teaching,90,1,5
CLARKE,7738777573,F,21,49,Central,38,Central,Science,BTECH,80,1,63,Teaching,60,1,1
MATHIS,8219100409,M,22,24,Others,66,Others,Science,BTECH,80,1,69,Teaching,65,1,3
SINGLETON,9160519131,M,21,35,Others,88,Others,Science,BTECH,70,0,88,Teaching,95,1,1
WILKINS,7499504149,M,22,58,Central,83,Others,Science,BTECH,60,1,71,Teaching,55,2,1
CAIN,7548783693,M,21,61,Central,60,Others,Science,BTECH,60,0,69,Teaching,55,0,5
BRYAN,6644587142,M,22,69,Others,11,Others,Science,BTECH,70,0,58,Teaching,28,1,1
UNDERWOOD,7140732854,M,21,67,Central,80,Central,Science,BTECH,60,0,47,Teaching,45,0,4
HOGAN,6884190092,M,25,79,Central,24,Others,Science,MED,80,0,65,Teaching,,0,5
MCKENZIE,9177603007,M,21,72,Central,78,Others,Science,BTECH,70,0,88,Teaching,83,1,1
COLLIER,9292994511,M,25,62,Central,56,Central,Science,MED,60,1,83,Teaching,,0,5
LUNA,8041787270,M,21,77,Central,64,Central,Commerce,,70,0,85, ,64,0,2
PHELPS,9258233901,F,25,75,Others,14,Others,Science,MED,70,0,59,Teaching,,1,2
MCGUIRE,9227398223,M,21,87,Others,99,Others,Science,BTECH,70,0,65,Teaching,77,1,5
ALLISON,8775852607,M,21,52,Others,8,Others,Science,BTECH,60,0,73,Teaching,86,0,1
BRIDGES,8669192668,F,21,66,Others,62,Others,Science,BTECH,70,0,53,Teaching,69,2,5
WILKERSON,9204162594,F,22,63,Others,61,Others,Science,BTECH,80,0,45,Teaching,45,1,4
NASH,8194492268,M,21,46,Others,51,Others,Science,BTECH,60,0,73,Teaching,78,0,1
SUMMERS,9375907299,M,21,59,Central,13,Central,Science,BTECH,70,1,70,Teaching,66,0,4
ATKINS,6965192640,M,25,61,Central,51,Central,Science,MED,80,0,37,Teaching,,0,5
WILCOX,6731625563,M,25,63,Others,41,Others,Science,MED,60,0,81,Teaching,,1,4
PITTS,8545696409,M,21,42,Others,6,Others,Science,BTECH,60,0,97,Teaching,89,2,2
CONLEY,9176805694,M,25,59,Others,0,Others,Science,MED,80,0,67,Teaching,,0,5
MARQUEZ,7604781296,M,21,80,Central,50,Others,Science,BTECH,70,0,88,Teaching,80,0,1
BURNETT,8546811026,M,22,58,Central,73,Central,Science,BTECH,70,0,77,Teaching,95,0,3
RICHARD,8609990400,M,25,85,Central,26,Others,Science,MED,70,0,76,Teaching,,0,5
COCHRAN,9022131724,M,25,52,Others,33,Central,Science,MED,60,1,86,Teaching,,1,4
CHASE,8062927622,F,23,27,Others,99,Others,Science,BBA,60,1,63,Mkt&HR,,2,5
DAVENPORT,7127898738,M,25,59,Others,33,Others,Science,MBA,70,0,65,Mkt&HR,55,0,3
HOOD,7027462346,M,21,49,Central,86,Central,Science,BBA,80,0,78,Mkt&HR,,0,2
GATES,9516481523,M,25,69,Others,63,Others,Science,MED,80,0,67,Teaching,,0,4
CLAY,7787744180,M,27,61,Others,17,Others,Science,MBA,60,0,46,Mkt&HR,65,2,5
AYALA,8286258384,M,22,44,Central,6,Central,Science,BTECH,70,0,71,Teaching,48,2,1
SAWYER,9022855452,M,25,73,Others,47,Others,Science,MBA,70,1, ,Mkt&HR,65,1,2
ROMAN,8749440699,M,27,84,Central,38,Others,Science,MBA,70,0,90,Mkt&HR,75,2,2
VAZQUEZ,6654692133,M,22,45,Others,7,Others,Science,BTECH,60,0,81,Teaching,53,0,4
DICKERSON,9124293324,M,22,74,Others,82,Others,Science,BTECH,60,0,56,Teaching,58,1,4
HODGE,8116943769,M,21,82,Central,84,Central,Science,BBA,70,0,67,Mkt&HR,,0,3
ACOSTA,7869499665,M,21,59,Central,37,Central,Science,BTECH,70,0,80,Teaching,64,0,1
FLYNN,8147017835,M,25,46,Others,86,Others,Science,MBA,80,0,74,Mkt&HR,68,1,4
ESPINOZA,6987603820,M,22,80,Others,81,Others,Science,BTECH,60,0,69,Teaching,52,0,5
NICHOLSON,7511720997,M,22,85,Central,37,Central,Science,BTECH,80,0,99,Teaching,84,2,5
MONROE,8885398714,M,25,71,Central,75,Central,Science,MBA,60,0,51,Mkt&HR,38,0,4
WOLF,7354284936,F,22,66,Central,90,Central,Science,BTECH,60,0,53,Teaching,42,1,1
KIRK,8355626244,M,21,87,Central,26,Others,Science,BTECH,70,1,73,Teaching,30,1,1
RANDALL,9077148109,M,23,79,Central,14,Central,Science,BBA,70,0,66,Mkt&HR,,2,3
ANTHONY,6990732941,F,22,38,Central,90,Others,Science,BTECH,80,0,67,Teaching,48,1,2
WHITAKER,7574123122,M,22,38,Central,29,Central,Science,BTECH,60,0,68,Teaching,90,0,5
OCONNOR,8204586582,M,25,67,Central,14,Others,Science,MED,60,0,59,Teaching,,0,5
SKINNER,6844866081,M,22,64,Others,49,Others,Science,BTECH,70,1,71,Teaching,64,0,3
WARE,9509713413,F,22,57,Central,50,Central,Science,BTECH,60,0,77,Teaching,99,0,3
MOLINA,8825003686,M,21,62,Others,85,Others,Science,BED,80,0,83,Teaching,,1,4
KIRBY,8084362795,F,20,73,Central,44,Central,Science,BED,60,0,63,Mkt&HR,89,0,5
HUFFMAN,8405571358,M,21,73,Central,2,Others,Science,BED,60,0,56,Mkt&HR,,1,2
BRADFORD,6432875492,M,20,77,Central,85,Others,Science,BED,80,1,67,Mkt&HR,93,0,3
